GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049,D050,D051,D052,D053,D054
0100000US,,United States,5346317,3397251,111810,10861,105304,14822,27844,819105,19051,52278,170742,195764,10549,23330,7983,88332,15203,18264,18327,10768,81002,13787,73691,11133,175494,332129,18576,13033,13767,26655,33771,62540,20260,31971,13002,170110,47233,19951,23478,11491,11527,32595,10089,429629,234320,138850,22484,19282,33360,26080,3755,33889,29933,1545963
